hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
陷,陷,xiàn,pitfall; trap; to get stuck; to sink; to cave in; to frame (false charge); to capture (a city in battle); to fall (to the enemy); defect,"newest-7, new-7",v,6466,1,1-char,我每天都陷。,I pitfall every day.
束,束,Shù,surname Shu,"newest-5, new-3, old-6","q, v",6473,1,1-char,我在学习“束”。,I'm learning '束'.
抖,抖,dǒu,to tremble; to shake out; to reveal; to make it in the world,"newest-7, new-7",v,6478,1,1-char,我每天都抖。,I to tremble every day.
损,損,sǔn,to decrease; to lose; to damage; to harm; (coll.) to ridicule; to deride; (coll.) caustic; sarcastic; nasty; mean; one of the 64 hexagrams of the Book of Changes: ䷨,new-7,"g, vn",6484,1,1-char,我在学习“损”。,I'm learning '损'.
霜,霜,shuāng,frost; white powder or cream spread over a surface; frosting; (skin) cream,"newest-7, new-7",n,6485,1,1-char,这是霜。,This is a frost.
嫩,嫩,nèn,young and tender; (of food) tender; lightly cooked; (of color) light; (of a person) inexperienced; unskilled,"newest-7, new-7, old-5",a,6514,1,1-char,这个很嫩。,This is very young and tender.
弟,弟,dì,younger brother; junior male; I (modest word in letter),new-1,n,6568,1,1-char,这是弟。,This is a younger brother.
雇,僱,gù,variant of 雇,"newest-7, new-7",v,6583,1,1-char,我每天都雇。,I variant of 雇 every day.
憋,憋,biē,to choke; to stifle; to restrain; to hold back; to hold in (urine); to hold (one's breath),"newest-7, new-7, old-6",v,6662,1,1-char,我每天都憋。,I to choke every day.
摊,攤,tān,to spread out; vendor's stand,"newest-7, new-7","g, n, q, v",6664,1,1-char,我在学习“摊”。,I'm learning '摊'.
轰,轟,hōng,explosion; bang; boom; rumble; to attack; to shoo away; to expel,"newest-7, new-7","v, o",6668,1,1-char,我每天都轰。,I explosion every day.
邀,邀,yāo,to invite; to request; to intercept; to solicit; to seek,"newest-7, new-7","v, vn",6695,1,1-char,我每天都邀。,I to invite every day.
丸,丸,wán,ball; pellet; pill,"newest-7, new-7, old-6",g,6699,1,1-char,我在学习“丸”。,I'm learning '丸'.
抄,抄,chāo,to make a copy; to plagiarize; to search and seize; to raid; to grab; to go off with; to take a shortcut; to make a turning move; to fold one's arms,"newest-6, new-4, old-5",v,6726,1,1-char,我每天都抄。,I to make a copy every day.
兜,兜,dōu,pocket; bag; to wrap up or hold in a bag; to move in a circle; to canvas or solicit; to take responsibility for; to disclose in detail; combat armor (old),"newest-7, new-7, old-6","v, q, n",6727,1,1-char,我每天都兜。,I pocket every day.
棍,棍,gùn,stick; rod; truncheon,"newest-6, new-7",g,6727,1,1-char,我在学习“棍”。,I'm learning '棍'.
扮,扮,bàn,to disguise oneself as; to dress up; to play (a role); to put on (an expression),"newest-7, new-7",v,6738,1,1-char,我每天都扮。,I to disguise oneself as every day.
盼,盼,pàn,to hope for; to long for; to expect,"newest-7, new-7",v,6757,1,1-char,我每天都盼。,I to hope for every day.
评,評,píng,to discuss; to comment; to criticize; to judge; to choose (by public appraisal),"newest-5, new-6",v,6762,1,1-char,我每天都评。,I to discuss every day.
怨,怨,yuàn,to blame; (bound form) resentment; hatred; grudge,"newest-7, new-5","v, vn",6771,1,1-char,我每天都怨。,I to blame every day.
哄,哄,hōng,roar of laughter (onom.); hubbub; to roar (as a crowd),"newest-7, new-7, old-6","v, o",6776,1,1-char,我每天都哄。,I roar of laughter every day.
祭,祭,Zhài,surname Zhai,"newest-7, new-7","v, vn",6789,1,1-char,我每天都祭。,I surname Zhai every day.
炖,燉,dùn,to stew,"newest-7, new-7",v,6833,1,1-char,我每天都炖。,I to stew every day.
券,券,quàn,"bond (esp. document split in two, with each party holding one half); contract; deed (i.e. title deeds); ticket; voucher; certificate","newest-6, new-6",g,6835,1,1-char,我在学习“券”。,I'm learning '券'.
谜,謎,mèi,"see 谜儿, riddle","newest-7, new-7","n, g",6848,1,1-char,这是谜。,"This is a see 谜儿, riddle."
充,充,chōng,sufficient; full; to fill; to serve as; to act as; to act falsely as; to pose as,"newest-7, new-7",v,6849,1,1-char,我每天都充。,I sufficient; full every day.
愈,愈,yù,the more...(the more...); to recover; to heal; better,"newest-7, old-6","d, g",6850,1,1-char,他愈来。,He comes the more....
瞒,瞞,mán,to conceal from; to keep (sb) in the dark,"newest-7, new-7",v,6855,1,1-char,我每天都瞒。,I to conceal from every day.
岸,㟁,àn,variant of 岸,"newest-6, new-5, old-5","n, g",6867,1,1-char,这是岸。,This is a variant of 岸.
润,潤,rùn,"moist; glossy; sleek; to moisten; to lubricate; to embellish; to enhance; profit; remuneration; (neologism c. 2021) (slang) (loanword from ""run"") to emigrate (in order to flee adverse conditions)","newest-7, new-7","v, a, an",6937,1,1-char,我每天都润。,I moist; glossy; sleek every day.
裂,裂,liè,to split; to crack; to break open; to rend,"newest-7, new-6",v,6953,1,1-char,我每天都裂。,I to split every day.
歇,歇,xiē,to rest; to take a break; to stop; to halt; (dialect) to sleep; a moment; a short while,"newest-6, new-5, old-5",v,6962,1,1-char,我每天都歇。,I to rest every day.
粥,粥,yù,used in 荤粥,"newest-6, new-6, old-6",n,6967,1,1-char,这是粥。,This is an used in 荤粥.
账,賬,zhàng,account; bill; debt,new-6,n,6981,1,1-char,这是账。,This is an account.
翼,翼,Yì,surname Yi; alternative name for 绛 capital of the Jin State during the Spring and Autumn Period (770-475 BC),old-6,g,6996,1,1-char,我在学习“翼”。,I'm learning '翼'.
勿,勿,wù,do not,"newest-7, new-7, old-6",d,6999,1,1-char,他勿来。,He comes do not.
盛,盛,Shèng,surname Sheng,"newest-6, new-7, old-6","v, a, ad, g",7003,1,1-char,我每天都盛。,I surname Sheng every day.
蹦,蹦,bèng,to jump; to bounce; to hop,"newest-7, new-7, old-6",v,7023,1,1-char,我每天都蹦。,I to jump every day.
瞪,瞪,dèng,to open (one's eyes) wide; to stare at; to glare at,"newest-7, new-7, old-6",v,7103,1,1-char,我每天都瞪。,I to open  wide every day.
拐,拐,guǎi,to turn (a corner etc); to kidnap; to swindle; to misappropriate; seven (used as a substitute for 七); variant of 拐,"newest-6, new-6","v, g",7146,1,1-char,我每天都拐。,I to turn every day.
泉,泉,quán,spring (small stream); mouth of a spring; coin (archaic),new-5,"g, n, q",7156,1,1-char,我在学习“泉”。,I'm learning '泉'.
栏,欄,lán,fence; railing; hurdle; column or box (of text or other data),"newest-6, new-7",n,7178,1,1-char,这是栏。,This is a fence.
腔,腔,qiāng,(bound form) cavity; tune; accent (in one's speech); (old) (classifier for carcasses of slaughtered livestock),"newest-7, new-7","g, q",7193,1,1-char,我在学习“腔”。,I'm learning '腔'.
傲,傲,ào,proud; arrogant; to despise; unyielding; to defy,"newest-7, new-7","g, a, ad",7205,1,1-char,我在学习“傲”。,I'm learning '傲'.
辩,辯,biàn,to dispute; to debate; to argue; to discuss,"newest-7, new-7",g,7226,1,1-char,我在学习“辩”。,I'm learning '辩'.
裹,裹,guǒ,to wrap around; bundle; parcel; package; to press into service; to pressgang; to make off with (sth),"newest-7, new-7",v,7241,1,1-char,我每天都裹。,I to wrap around every day.
皱,皺,zhòu,to wrinkle; wrinkled; to crease,"newest-7, new-7","v, n",7246,1,1-char,我每天都皱。,I to wrinkle every day.
豹,豹,bào,leopard; panther,"newest-7, new-7","n, g",7248,1,1-char,这是豹。,This is a leopard.
墨,墨,Mò,"surname Mo; abbr. for 哥, Mexico","newest-7, new-7","n, b",7266,1,1-char,这是墨。,This is a surname Mo.
赴,赴,fù,to go; to visit (e.g. another country); to attend (a banquet etc),"newest-7, new-7",v,7281,1,1-char,我每天都赴。,I to go every day.
臂,臂,bì,arm,old-6,"g, n",7284,1,1-char,我在学习“臂”。,I'm learning '臂'.
掐,掐,qiā,to pick (flowers); to pinch; to nip; to pinch off; to clutch; (slang) to fight,"newest-7, new-7, old-6",v,7287,1,1-char,我每天都掐。,I to pick every day.
延,延,Yán,surname Yan,"newest-7, new-7","g, b",7305,1,1-char,我在学习“延”。,I'm learning '延'.
缓,緩,huǎn,slow; unhurried; sluggish; gradual; not tense; relaxed; to postpone; to defer; to stall; to stave off; to revive; to recuperate,"newest-7, new-7","v, a, ad",7310,1,1-char,我每天都缓。,I slow every day.
递,遞,dì,to hand over; to pass on; to deliver; (bound form) progressively; in the proper order,"newest-5, new-5, old-5",v,7319,1,1-char,我每天都递。,I to hand over; to pass on; to deliver every day.
瘾,癮,yǐn,addiction; craving,"newest-7, new-7","n, g",7327,1,1-char,这是瘾。,This is an addiction.
漆,漆,qī,"paint; lacquer; to paint (furniture, walls etc)","newest-7, new-7","n, v",7339,1,1-char,这是漆。,This is a paint.
熏,熏,xūn,to smoke; to fumigate; to assail the nostrils; to perfume,"newest-7, new-7",v,7339,1,1-char,我每天都熏。,I to smoke every day.
痒,痒,yǎng,variant of 痒; to itch; to tickle,"newest-6, new-7, old-5",a,7367,1,1-char,这个很痒。,This is very variant of 痒.
续,續,xù,to continue; to replenish,"newest-7, new-7",v,7378,1,1-char,我每天都续。,I to continue every day.
咸,咸,Xián,surname Xian,"newest-4, new-4, old-4",a,7379,1,1-char,这个很咸。,This is very surname Xian.
咳,咳,hāi,"sound of sighing; (interjection expressing surprise, sorrow, regret, disappointment etc) oh; damn; wow","newest-4, new-5","v, e",7383,1,1-char,我每天都咳。,I sound of sighing every day.
舔,舔,tiǎn,to lick; to lap,"newest-7, new-7, old-6",v,7383,1,1-char,我每天都舔。,I to lick every day.
叠,曡,dié,variant of 叠,"newest-7, new-7","v, q",7389,1,1-char,我每天都叠。,I variant of 叠 every day.
耗,耗,hào,to waste; to spend; to consume; to squander; news; (coll.) to delay; to dilly-dally,"newest-7, new-7","v, g",7391,1,1-char,我每天都耗。,I to waste every day.
漫,漫,màn,free; unrestrained; to inundate,"newest-7, new-7",v,7395,1,1-char,我每天都漫。,I free every day.
拾,拾,shè,to ascend in light steps,"newest-6, new-5, old-6","v, t",7430,1,1-char,我每天都拾。,I to ascend in light steps every day.
涌,涌,chōng,(used in place names),"newest-7, new-7",v,7443,1,1-char,我每天都涌。,I practice every day.
淋,淋,lín,to sprinkle; to drip; to pour; to drench,"newest-6, new-7, old-6",v,7448,1,1-char,我每天都淋。,I to sprinkle every day.
卧,臥,wò,to lie; to crouch,"newest-7, new-7",v,7481,1,1-char,我每天都卧。,I to lie every day.
枝,枝,zhī,"branch; classifier for sticks, rods, pencils etc","newest-6, new-6, old-6","q, g",7489,1,1-char,我在学习“枝”。,I'm learning '枝'.
悬,懸,xuán,to hang or suspend; to worry; public announcement; unresolved; baseless; without foundation,"newest-7, new-6","v, g",7493,1,1-char,我每天都悬。,I to hang or suspend every day.
剥,剝,bāo,to peel; to skin; to shell; to shuck,"newest-7, new-7",v,7525,1,1-char,我每天都剥。,I to peel every day.
享,享,xiǎng,to enjoy; to benefit; to have the use of,"newest-7, new-7",g,7536,1,1-char,我在学习“享”。,I'm learning '享'.
旺,旺,wàng,prosperous; flourishing; (of flowers) blooming; (of fire) roaring,"newest-7, new-7","a, ad",7543,1,1-char,这个很旺。,This is very prosperous.
钓,釣,diào,to fish with a hook and bait,old-5,v,7545,1,1-char,我每天都钓。,I to fish with a hook and bait every day.
拧,擰,níng,to pinch; wring,"newest-7, new-7, old-6",v,7556,1,1-char,我每天都拧。,I to pinch every day.
垮,垮,kuǎ,to collapse (lit. or fig.),"newest-7, new-7","v, g",7583,1,1-char,我每天都垮。,I to collapse every day.
溪,溪,xī,creek; rivulet,"newest-7, old-6","g, n",7590,1,1-char,我在学习“溪”。,I'm learning '溪'.
棋,棊,qí,variant of 棋,new-7,n,7604,1,1-char,这是棋。,This is a variant of 棋.
碳,碳,tàn,carbon (chemistry),new-7,"n, g",7624,1,1-char,这是碳。,This is a carbon.
叉,叉,chā,"fork; pitchfork; prong; pick; cross; intersect; ""X""","newest-6, new-5","n, v",7708,1,1-char,这是叉。,This is a fork.
铅,鈆,qiān,old variant of 铅,new-7,n,7728,1,1-char,这是铅。,This is an old variant of 铅.
鹅,䳘,é,variant of 鹅,"newest-7, new-7",n,7741,1,1-char,这是鹅。,This is a variant of 鹅.
仇,仇,Qiú,surname Qiu,"newest-7, new-7","n, g",7742,1,1-char,这是仇。,This is a surname Qiu.
斜,斜,xié,inclined; slanting; oblique; tilting,"newest-5, new-5, old-5","ad, v, a",7766,1,1-char,这个很斜。,This is very inclined.
饶,饒,Ráo,surname Rao,"newest-7, new-7",v,7774,1,1-char,我每天都饶。,I surname Rao every day.
壶,壺,hú,pot; classifier for bottled liquid,"newest-6, new-6, old-5","g, q",7796,1,1-char,我在学习“壶”。,I'm learning '壶'.
浇,澆,jiāo,to pour liquid; to irrigate (using waterwheel); to water; to cast (molten metal); to mold,"newest-5, new-7, old-5",v,7803,1,1-char,我每天都浇。,I to pour liquid every day.
垂,垂,chuí,to hang (down); droop; dangle; bend down; hand down; bequeath; nearly; almost; to approach,"newest-7, new-7",v,7815,1,1-char,我每天都垂。,I to hang every day.
乙,乙,yǐ,"second of the ten Heavenly Stems 干; second in order; letter ""B"" or Roman ""II"" in list ""A, B, C"", or ""I, II, III"" etc; second party (in legal contract, usually 方, as opposed to 方); ethyl; bent; winding; radical in Chinese characters (Kangxi radical 5); ancient Chinese compass point: 105°","newest-5, new-5, old-5","m, Mg, n, g",7820,1,1-char,我有三乙。,I have three second of the ten Heavenly Stems 干.
梨,梨,lí,pear,"newest-5, new-5, old-5",n,7831,1,1-char,这是梨。,This is a pear.
扛,扛,gāng,to raise aloft with both hands; (of two or more people) to carry sth together,"newest-7, new-7, old-6",v,7902,1,1-char,我每天都扛。,I to raise aloft with both hands every day.
验,騐,yàn,variant of 验,"newest-7, new-7",v,7908,1,1-char,我每天都验。,I variant of 验 every day.
啃,啃,kěn,to gnaw; to nibble; to bite,"newest-7, new-7, old-6",v,7933,1,1-char,我每天都啃。,I to gnaw every day.
寺,寺,sì,Buddhist temple; mosque; government office (old),"newest-7, new-6",g,7938,1,1-char,我在学习“寺”。,I'm learning '寺'.
识,識,shí,to know; knowledge; Taiwan pr. [shì],"newest-6, new-6","v, g",7967,1,1-char,我每天都识。,I to know every day.
醋,醋,cù,vinegar; jealousy (in love rivalry),"newest-6, new-6, old-5",n,8000,1,1-char,这是醋。,This is a vinegar.
腾,騰,téng,(bound form) to gallop; to prance; (bound form) to soar; to hover; to make room; to clear out; to vacate; (verb suffix indicating repeated action),"newest-7, new-7","v, o",8009,1,1-char,我每天都腾。,I to gallop; to prance every day.
夸,夸,kuā,used in 克,"newest-6, new-7, old-5",v,8011,1,1-char,我每天都夸。,I used in 克 every day.
铝,鋁,lǚ,aluminum (chemistry),new-7,n,8015,1,1-char,这是铝。,This is an aluminum.
妥,妥,tuǒ,suitable; adequate; ready; settled,"newest-7, new-7","a, ad",8024,1,1-char,这个很妥。,This is very suitable.
挪,挪,nuó,to shift; to move,"newest-7, new-7, old-6","v, b",8064,1,1-char,我每天都挪。,I to shift every day.
卸,卸,xiè,to unload; to unhitch; to remove or strip; to get rid of,"newest-7, new-7",v,8077,1,1-char,我每天都卸。,I to unload every day.
亏,虧,kuī,deficiency; deficit; luckily; it's lucky that...; (often ironically) fancy that...,"newest-5, new-5","v, vn, g",8080,1,1-char,我每天都亏。,I deficiency every day.
坡,坡,pō,slope; sloping; slanted,"newest-6, new-6, old-6",n,8092,1,1-char,这是坡。,This is a slope.
融,融,róng,to melt; to thaw; to blend; to merge; to be in harmony,"newest-7, new-7",v,8118,1,1-char,我每天都融。,I to melt every day.
劈,劈,pī,to hack; to chop; to split open; (of lightning) to strike,"newest-7, new-7, old-6",v,8142,1,1-char,我每天都劈。,I to hack every day.
册,冊,cè,book; booklet; classifier for books,"newest-5, new-5, old-5","q, g",8165,1,1-char,我在学习“册”。,I'm learning '册'.
昏,昏,hūn,muddle-headed; twilight; to faint; to lose consciousness,"newest-7, new-6","v, tg, a",8168,1,1-char,我每天都昏。,I muddle-headed every day.
煤,煤,méi,coal,"newest-6, new-5",n,8197,1,1-char,这是煤。,This is a coal.
淘,淘,táo,to wash; to clean out; to cleanse; to eliminate; to dredge,"newest-7, new-7",v,8224,1,1-char,我每天都淘。,I to wash every day.
迎,迎,yíng,to welcome; to meet; to forge ahead (esp. in the face of difficulties); to meet face to face,"newest-5, new-7",v,8262,1,1-char,我每天都迎。,I to welcome; to meet every day.
塌,塌,tā,to collapse; to droop; to settle down,"newest-7, new-7, old-6",v,8276,1,1-char,我每天都塌。,I to collapse every day.
斤,斤,jīn,"catty; (PRC) weight equal to 500 g; (Tw) weight equal to 600 g; (HK, Malaysia, Singapore) slightly over 604 g","newest-3, new-2",q,8277,1,1-char,我在学习“斤”。,I'm learning '斤'.
俗,俗,sú,custom; convention; popular; common; coarse; vulgar; secular,"newest-7, new-7","a, ad, g",8279,1,1-char,这个很俗。,This is very custom.
赏,賞,shǎng,to bestow (a reward); to give (to an inferior); to hand down; a reward (bestowed by a superior); to appreciate (beauty),"newest-5, new-4",v,8287,1,1-char,我每天都赏。,I to bestow every day.
龟,龜,guī,tortoise; turtle,"newest-7, new-7","n, g",8289,1,1-char,这是龟。,This is a tortoise.
余,余,Yú,surname Yu,"newest-7, new-7","m, g, Rg, v",8291,1,1-char,我有三余。,I have three surname Yu.
良,良,liáng,good; very; very much,"newest-7, new-7","g, d",8310,1,1-char,我在学习“良”。,I'm learning '良'.
嚼,嚼,jiáo,to chew; also pr. [jué],"newest-7, new-7",v,8347,1,1-char,我每天都嚼。,I to chew every day.
宠,寵,chǒng,to love; to pamper; to spoil; to favor,"newest-7, new-7","v, vn",8378,1,1-char,我每天都宠。,I to love every day.
捕,捕,bǔ,to catch; to seize; to capture,"newest-6, new-6",v,8390,1,1-char,我每天都捕。,I to catch every day.
逮,逮,dǎi,(coll.) to catch; to seize,"newest-7, new-7",v,8420,1,1-char,我每天都逮。,I to catch every day.
钙,鈣,gài,calcium (chemistry),"newest-7, new-7",n,8428,1,1-char,这是钙。,This is a calcium.
泼,潑,pō,to splash; to spill; rough and coarse; brutish,"newest-6, new-5, old-6",v,8438,1,1-char,我每天都泼。,I to splash every day.
敷,敷,fū,"to spread; to lay out; to apply (powder, ointment etc); sufficient (to cover); enough","newest-7, new-7",v,8453,1,1-char,我每天都敷。,I to spread every day.
俊,㑺,jùn,old variant of 俊,"newest-7, new-7",nr,8462,1,1-char,这是俊。,This is an old variant of 俊.
纱,紗,shā,cotton yarn; muslin,"newest-7, new-7",n,8482,1,1-char,这是纱。,This is a cotton yarn.
映,映,yìng,to reflect (light); to shine; to project (an image onto a screen etc),new-7,v,8489,1,1-char,我每天都映。,I to reflect every day.
栽,栽,zāi,to plant; to grow; to insert; to erect (e.g. a bus stop sign); to impose sth on sb; to stumble; to fall down,"newest-7, new-7",v,8512,1,1-char,我每天都栽。,I to plant; to grow every day.
遮,遮,zhē,to cover up (a shortcoming); to screen off; to hide; to conceal,"newest-7, new-7","v, vn",8541,1,1-char,我每天都遮。,I to cover up every day.
扒,扒,bā,to peel; to skin; to tear; to pull down; to cling to (sth on which one is climbing); to dig,"newest-7, new-7, old-6",v,8554,1,1-char,我每天都扒。,I to peel every day.
窄,窄,zhǎi,narrow; narrow-minded; badly off,"newest-5, new-7, old-4",a,8622,1,1-char,这个很窄。,This is very narrow.
坠,墜,zhuì,to fall; to drop; to weigh down,"newest-7, new-7",v,8652,1,1-char,我每天都坠。,I to fall every day.
弦,弦,xián,bow string; string of musical instrument; watchspring; chord (segment of curve); hypotenuse,"newest-7, new-7, old-6",n,8692,1,1-char,这是弦。,This is a bow string.
窜,竄,cuàn,to flee; to scuttle; to exile or banish; to amend or edit,"newest-7, new-7, old-6",v,8750,1,1-char,我每天都窜。,I to flee every day.
灾,災,zāi,disaster; calamity,"newest-6, new-5",n,8756,1,1-char,这是灾。,This is a disaster.
脆,脃,cuì,old variant of 脆,"newest-6, new-5",a,8807,1,1-char,这个很脆。,This is very old variant of 脆.
株,株,zhū,tree trunk; stump (tree root); a plant; classifier for trees or plants; strain (biology); to involve others (in shady business),"newest-6, new-7, old-6",q,8828,1,1-char,我在学习“株”。,I'm learning '株'.
暂,暫,zàn,temporary; Taiwan pr. [zhàn],"newest-7, new-7",d,8838,1,1-char,他暂来。,He comes temporary.
挠,撓,náo,to scratch; to thwart; to yield,"newest-7, new-7",v,8880,1,1-char,我每天都挠。,I to scratch every day.
稀,稀,xī,rare; uncommon; watery; sparse,"newest-7, new-7","a, g",8894,1,1-char,这个很稀。,This is very rare.
赠,贈,zèng,to give as a present; to repel; to bestow an honorary title after death (old),"newest-5, new-5",v,8918,1,1-char,我每天都赠。,I to give as a present every day.
盏,盞,zhǎn,a small cup; classifier for lamps,"newest-7, new-7","q, g",8983,1,1-char,我在学习“盏”。,I'm learning '盏'.
揉,揉,róu,to knead; to massage; to rub,"newest-7, new-7, old-6",v,8985,1,1-char,我每天都揉。,I to knead every day.
削,削,xiāo,to peel with a knife; to pare; to cut (a ball at tennis etc),"newest-7, new-7","v, vn",9051,1,1-char,我每天都削。,I to peel with a knife every day.
铲,剷,chǎn,to level off; to root up,"newest-7, new-7",v,9053,1,1-char,我每天都铲。,I to level off every day.
逆,逆,nì,contrary; opposite; backwards; to go against; to oppose; to betray; to rebel,"newest-7, new-7",g,9088,1,1-char,我在学习“逆”。,I'm learning '逆'.
巷,巷,xiàng,lane; alley,"newest-7, old-6",g,9123,1,1-char,我在学习“巷”。,I'm learning '巷'.
粪,糞,fèn,manure; dung,"newest-7, new-7",n,9130,1,1-char,这是粪。,This is a manure.
框,框,kuàng,frame (e.g. door frame); casing; fig. framework; template; to circle (i.e. draw a circle around sth); to frame; to restrict; Taiwan pr. [kuāng],"newest-7, new-7","g, v",9131,1,1-char,我在学习“框”。,I'm learning '框'.
惯,慣,guàn,accustomed to; used to; indulge; to spoil (a child),"newest-7, new-7",v,9132,1,1-char,我每天都惯。,I accustomed to every day.
弓,弓,Gōng,surname Gong,"newest-7, new-7","n, v",9187,1,1-char,这是弓。,This is a surname Gong.
竖,竪,shù,variant of 竖,"newest-6, new-7, old-6","v, n",9191,1,1-char,我每天都竖。,I variant of 竖 every day.
帆,㠶,fān,variant of 帆,"newest-7, new-7",n,9231,1,1-char,这是帆。,This is a variant of 帆.
捆,捆,kǔn,a bunch; to tie together; bundle,"newest-7, new-7","v, q",9246,1,1-char,我每天都捆。,I a bunch every day.
蒸,蒸,zhēng,to evaporate; (of cooking) to steam; torch made from hemp stalks or bamboo (old); finely chopped firewood (old),"newest-7, new-7",v,9269,1,1-char,我每天都蒸。,I to evaporate every day.
搂,摟,lōu,"to draw towards oneself; to gather; to gather up (one's gown, sleeves etc); to grab (money); to extort","newest-7, new-7, old-6",v,9281,1,1-char,我每天都搂。,I to draw towards oneself every day.
奏,奏,zòu,to play music; to achieve; to present a memorial to the emperor (old),new-6,v,9296,1,1-char,我每天都奏。,I to play music every day.
缴,繳,jiǎo,to hand in; to hand over; to seize,"newest-7, new-7",v,9307,1,1-char,我每天都缴。,I to hand in every day.
咽,咽,yān,throat; pharynx; narrow pass,"newest-7, new-7",v,9313,1,1-char,我每天都咽。,I throat; pharynx every day.
晴,晴,qíng,clear; fine (weather),"newest-2, new-2, old-2",v,9343,1,1-char,我每天都晴。,I clear every day.
糊,䊀,hú,variant of 糊,"newest-7, new-7",v,9351,1,1-char,我每天都糊。,I variant of 糊 every day.
揪,揪,jiū,to seize; to clutch; to grab firmly and pull,"newest-7, new-7",v,9394,1,1-char,我每天都揪。,I to seize every day.
锡,錫,xī,tin (chemistry); to bestow; to confer; to grant; Taiwan pr. [xí],new-7,"n, b",9399,1,1-char,这是锡。,This is a tin.
渴,渴,kě,thirsty,"newest-3, new-1, old-3","a, v",9442,1,1-char,这个很渴。,This is very thirsty.
筋,筋,jīn,muscle; tendon; veins visible under the skin; sth resembling tendons or veins (e.g. fiber in a vegetable),"newest-7, new-7",n,9458,1,1-char,这是筋。,This is a muscle.
斩,斬,zhǎn,to behead (as form of capital punishment); to chop,"newest-7, new-7",v,9472,1,1-char,我每天都斩。,I to behead every day.
蹭,蹭,cèng,to rub against; to walk slowly; (coll.) to freeload,"newest-7, new-7",v,9534,1,1-char,我每天都蹭。,I to rub against every day.
葱,蔥,cōng,scallion; green onion,"newest-7, new-7",n,9571,1,1-char,这是葱。,This is a scallion.
亩,畂,mǔ,old variant of 亩,"newest-7, new-7",q,9626,1,1-char,我在学习“亩”。,I'm learning '亩'.
撬,撬,qiào,to lift; to pry open; to lever open,"newest-7, new-7",v,9630,1,1-char,我每天都撬。,I to lift every day.
裁,裁,cái,to cut out (as a dress); to cut; to trim; to reduce; to diminish; to cut back (e.g. on staff); decision; judgment,"newest-7, new-7",v,9643,1,1-char,我每天都裁。,I to cut out every day.
议,議,yì,to comment on; to discuss; to suggest,"newest-7, new-7",v,9694,1,1-char,我每天都议。,I to comment on every day.
逢,逢,féng,to meet by chance; to come across; (of a calendar event) to come along; (of an event) to fall on (a particular day); to fawn upon,"newest-7, new-7, old-6",v,9707,1,1-char,我每天都逢。,I to meet by chance every day.
溅,濺,jiàn,to splash,"newest-7, new-7, old-6",v,9742,1,1-char,我每天都溅。,I to splash every day.
疤,疤,bā,scar; scab,"newest-7, old-6",n,9775,1,1-char,这是疤。,This is a scar.
叼,叼,diāo,to hold with one's mouth (as a smoker with a cigarette or a dog with a bone),"newest-7, new-7, old-6",v,9777,1,1-char,我每天都叼。,I to hold with one's mouth every day.
漂,漂,piāo,to float; to drift,"newest-6, new-7",v,9779,1,1-char,我每天都漂。,I to float every day.
磕,磕,kē,"to tap; to knock (against sth hard); to knock (mud from boots, ashes from a pipe etc)","newest-7, new-7, old-6",v,9780,1,1-char,我每天都磕。,I to tap every day.
丙,丙,bǐng,"third of the ten Heavenly Stems 干; third in order; letter ""C"" or Roman ""III"" in list ""A, B, C"", or ""I, II, III"" etc; ancient Chinese compass point: 165°; propyl","newest-7, new-7, old-5",Mg,9842,1,1-char,我在学习“丙”。,I'm learning '丙'.
堤,堤,dī,dike; Taiwan pr. [tí],"newest-7, new-7",n,9859,1,1-char,这是堤。,This is a dike.
拌,拌,bàn,to mix; to mix in; to toss (a salad),"newest-7, new-7",v,9875,1,1-char,我每天都拌。,I to mix every day.
攀,攀,pān,to climb (by pulling oneself up); to implicate; to claim connections of higher status,"newest-7, new-7",v,9894,1,1-char,我每天都攀。,I to climb every day.
掺,摻,chān,variant of 搀; to mix,"newest-7, new-7",v,9989,1,1-char,我每天都掺。,I variant of 搀 every day.
榨,搾,zhà,variant of 榨; to press; to extract (juice),"newest-7, new-7",v,10020,1,1-char,我每天都榨。,I variant of 榨 every day.
痰,痰,tán,phlegm; spittle,"newest-7, new-7",n,10069,1,1-char,这是痰。,This is a phlegm.
卵,卵,luǎn,egg; ovum; spawn; (coll.) testicles; (old) penis; (expletive) fucking,"newest-7, new-7",n,10123,1,1-char,这是卵。,This is an egg.
揭,揭,Jiē,surname Jie,"newest-7, new-6",v,10146,1,1-char,我每天都揭。,I surname Jie every day.
眨,眨,zhǎ,to blink; to wink,old-6,v,10148,1,1-char,我每天都眨。,I to blink every day.
庙,廟,miào,temple; ancestral shrine; temple fair; great imperial hall; imperial,"newest-7, new-7",n,10174,1,1-char,这是庙。,This is a temple.
锤,錘,chuí,hammer; to hammer into shape; weight (e.g. of a steelyard or balance); to strike with a hammer,"newest-7, old-6",g,10183,1,1-char,我在学习“锤”。,I'm learning '锤'.
屑,屑,xiè,bits; fragments; crumbs; filings; trifling; trivial; to condescend to,old-6,"g, n",10193,1,1-char,我在学习“屑”。,I'm learning '屑'.
凹,凹,āo,depressed; sunken; indented; concave; female (connector etc),"newest-7, new-7",a,10239,1,1-char,这个很凹。,This is very depressed.
