hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
拔苗助长,拔苗助長,bá miáo zhù zhǎng,to spoil things through excessive enthusiasm (idiom),old-6,,59082,4,4+-char,我在学习“拔苗助长”。,I'm learning '拔苗助长'.
朝三暮四,朝三暮四,zhāo sān mù sì,lit. say three in the morning but four in the evening (idiom); to change sth that is already settled upon; indecisive; to blow hot and cold,"newest-7, new-7",v,59231,4,4+-char,我每天都朝三暮四。,I lit. say three in the morning but four in the evening ; to change sth that is already settled upon every day.
前仰后合,前仰後合,qián yǎng hòu hé,to sway to and fro; to rock back and forth,new-7,,61146,4,4+-char,我在学习“前仰后合”。,I'm learning '前仰后合'.
大模大样,大模大樣,dà mú dà yàng,boldly; ostentatiously; poised; self-assured; Taiwan pr. [dà mó dà yàng],new-7,l,62389,4,4+-char,我在学习“大模大样”。,I'm learning '大模大样'.
节衣缩食,節衣縮食,jié yī suō shí,to save on food and clothing (idiom); to live frugally,"newest-7, new-7",v,63111,4,4+-char,我每天都节衣缩食。,I to save on food and clothing ; to live frugally every day.
张灯结彩,張燈結彩,zhāng dēng jié cǎi,to be decorated with lanterns and colored banners (idiom),"newest-7, new-7",v,63826,4,4+-char,我每天都张灯结彩。,I to be decorated with lanterns and colored banners every day.
各奔前程,各奔前程,gè bèn qián chéng,each goes his own way (idiom); each person has his own life to lead,new-7,v,66834,4,4+-char,我每天都各奔前程。,I each goes his own way ; each person has his own life to lead every day.
别具匠心,別具匠心,bié jù jiàng xīn,to show ingenuity; (of a design) clever; brilliantly conceived,"newest-7, new-7",,67237,4,4+-char,我在学习“别具匠心”。,I'm learning '别具匠心'.
见钱眼开,見錢眼開,jiàn qián yǎn kāi,to open one's eyes wide at the sight of profit (idiom); thinking of nothing but personal gain; money-grubbing,new-7,,68731,4,4+-char,我在学习“见钱眼开”。,I'm learning '见钱眼开'.
爱理不理,愛理不理,ài lǐ bù lǐ,(idiom) standoffish; indifferent,new-7,v,69479,4,4+-char,我每天都爱理不理。,I standoffish; indifferent every day.
锦绣前程,錦繡前程,jǐn xiù qián chéng,bright future; bright prospects,old-6,l,69813,4,4+-char,我在学习“锦绣前程”。,I'm learning '锦绣前程'.
奇花异草,奇花異草,qí huā yì cǎo,"very rarely seen, unusual (idiom)",new-7,,70197,4,4+-char,我在学习“奇花异草”。,I'm learning '奇花异草'.
有口无心,有口無心,yǒu kǒu wú xīn,to speak harshly but without any bad intent (idiom),new-7,,70262,4,4+-char,我在学习“有口无心”。,I'm learning '有口无心'.
深情厚谊,深情厚誼,shēn qíng hòu yì,deep friendship,"newest-7, old-6",l,70510,4,4+-char,我在学习“深情厚谊”。,I'm learning '深情厚谊'.
半真半假,半真半假,bàn zhēn bàn jiǎ,(idiom) half true and half false,new-7,,70634,4,4+-char,我在学习“半真半假”。,I'm learning '半真半假'.
有两下子,有兩下子,yǒu liǎng xià zi,to have real skill; to know one's stuff,new-7,,70813,4,4+-char,我在学习“有两下子”。,I'm learning '有两下子'.
乘人之危,乘人之危,chéng rén zhī wēi,to take advantage of sb's precarious position,new-7,v,71252,4,4+-char,我每天都乘人之危。,I to take advantage of sb's precarious position every day.
如醉如痴,如醉如癡,rú zuì rú chī,lit. as if drunk and stupefied (idiom); intoxicated by sth; obsessed with; mad about sth; also written 如痴如醉,new-7,,73273,4,4+-char,我在学习“如醉如痴”。,I'm learning '如醉如痴'.
耳闻目睹,耳聞目睹,ěr wén mù dǔ,to witness personally,new-7,v,74024,4,4+-char,我每天都耳闻目睹。,I to witness personally every day.
万古长青,萬古長青,wàn gǔ cháng qīng,remain fresh; last forever; eternal,new-7,,74217,4,4+-char,我在学习“万古长青”。,I'm learning '万古长青'.
一毛不拔,一毛不拔,yī máo bù bá,stingy (idiom),"newest-7, new-7",,75450,4,4+-char,我在学习“一毛不拔”。,I'm learning '一毛不拔'.
发愤图强,發憤圖強,fā fèn tú qiáng,to be strongly determined to succeed (idiom),new-7,,76491,4,4+-char,我在学习“发愤图强”。,I'm learning '发愤图强'.
忍饥挨饿,忍飢挨餓,rěn jī ái è,starving; famished,new-7,,77899,4,4+-char,我在学习“忍饥挨饿”。,I'm learning '忍饥挨饿'.
势不可当,勢不可當,shì bù kě dāng,impossible to resist (idiom); an irresistible force,"newest-7, new-7",v,80787,4,4+-char,我每天都势不可当。,I impossible to resist ; an irresistible force every day.
不耻下问,不恥下問,bù chǐ xià wèn,not feel ashamed to ask and learn from one's subordinates,"newest-7, new-7",,83856,4,4+-char,我在学习“不耻下问”。,I'm learning '不耻下问'.
出口成章,出口成章,chū kǒu chéng zhāng,(idiom) (of one's speech) eloquent; articulate,"newest-7, new-7",,84607,4,4+-char,我在学习“出口成章”。,I'm learning '出口成章'.
飞禽走兽,飛禽走獸,fēi qín zǒu shòu,birds and animals; the beasts of the field and the birds of the air,"newest-7, old-6",l,85592,4,4+-char,我在学习“飞禽走兽”。,I'm learning '飞禽走兽'.
饱经沧桑,飽經滄桑,bǎo jīng cāng sāng,having lived through many changes,"newest-7, old-6",v,86660,4,4+-char,我每天都饱经沧桑。,I having lived through many changes every day.
刻舟求剑,刻舟求劍,kè zhōu qiú jiàn,lit. a notch on the side of a boat to locate a sword dropped overboard (idiom); fig. an action made pointless by changed circumstances,"newest-7, new-7",,108475,4,4+-char,我在学习“刻舟求剑”。,I'm learning '刻舟求剑'.
一长一短,一長一短,yī cháng yī duǎn,talking endlessly; long-winded,new-7,,110959,4,4+-char,我在学习“一长一短”。,I'm learning '一长一短'.
鹏程万里,鵬程萬里,péng chéng wàn lǐ,the fabled roc flies ten thousand miles (idiom); one's future prospects are brilliant,"newest-7, new-7",,114959,4,4+-char,我在学习“鹏程万里”。,I'm learning '鹏程万里'.
闹着玩儿,鬧著玩兒,nào zhe wán r,to play games; to joke around; to play a joke on sb,new-7,,117710,4,4+-char,我在学习“闹着玩儿”。,I'm learning '闹着玩儿'.
得意扬扬,得意揚揚,dé yì yáng yáng,variant of 洋,"newest-7, new-7",,164953,4,4+-char,我在学习“得意扬扬”。,I'm learning '得意扬扬'.
与时俱进,與時俱進,yǔ shí jù jìn,abreast of modern developments; to keep up with the times; progressive; timely,"newest-7, new-7",,1000000,4,4+-char,我在学习“与时俱进”。,I'm learning '与时俱进'.
从今以后,從今以後,cóng jīn yǐ hòu,from now on; henceforward,new-7,,1000000,4,4+-char,我在学习“从今以后”。,I'm learning '从今以后'.
从早到晚,從早到晚,cóng zǎo dào wǎn,from morning till night; from dawn to dusk; all day long,new-7,,1000000,4,4+-char,我在学习“从早到晚”。,I'm learning '从早到晚'.
忽高忽低,忽高忽低,hū gāo hū dī,alternately soaring and plunging,new-7,,1000000,4,4+-char,我在学习“忽高忽低”。,I'm learning '忽高忽低'.
时好时坏,時好時壞,shí hǎo shí huài,"sometimes good, sometimes bad","newest-7, new-7",,1000000,4,4+-char,我在学习“时好时坏”。,I'm learning '时好时坏'.
有一点儿,有一點兒,yǒu yī diǎn r,a bit; a little,new-2,,1000000,4,4+-char,我在学习“有一点儿”。,I'm learning '有一点儿'.
讨人喜欢,討人喜歡,tǎo rén xǐ huan,to attract people's affection; charming; delightful,new-7,,1000000,4,4+-char,我在学习“讨人喜欢”。,I'm learning '讨人喜欢'.
说干就干,說幹就幹,shuō gàn jiù gàn,"to do what needs to be done, without delay",new-7,,1000000,4,4+-char,我在学习“说干就干”。,I'm learning '说干就干'.
说老实话,說老實話,shuō lǎo shi huà,to be honest; to tell the truth; to be frank,new-7,,1000000,4,4+-char,我在学习“说老实话”。,I'm learning '说老实话'.
难以想象,難以想象,nányǐxiǎngxiàng,Unimaginable,new-7,,1000000,4,4+-char,我在学习“难以想象”。,I'm learning '难以想象'.
难得一见,難得一見,nán dé yī jiàn,rarely seen,"newest-7, new-7",,1000000,4,4+-char,我在学习“难得一见”。,I'm learning '难得一见'.
