hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
小偷儿,小偷兒,xiǎotōur5,Thief,"newest-6, new-5",,147151,3,3-char,我在学习“小偷儿”。,I'm learning '小偷儿'.
胡同儿,胡同兒,hútòngr5,Alley,new-5,,165503,3,3-char,我在学习“胡同儿”。,I'm learning '胡同儿'.
随大溜,隨大溜,suí dà liù,to follow the crowd; going with the tide,new-7,,182989,3,3-char,我在学习“随大溜”。,I'm learning '随大溜'.
一下儿,一下兒,yī xià r,erhua variant of 一下; one time; once; all of sudden,new-1,,1000000,3,3-char,我在学习“一下儿”。,I'm learning '一下儿'.
一卡通,一卡通,Yī kǎ tōng,"the name of various contactless smart cards, notably Yikatong (mainly for public transport in Beijing) and iPASS (mainly for public transport in Taiwan)",new-7,,1000000,3,3-char,我在学习“一卡通”。,I'm learning '一卡通'.
下个月,下個月,xià gè yuè,next month,new-4,,1000000,3,3-char,我在学习“下个月”。,I'm learning '下个月'.
不服气,不服氣,bù fú qì,unwilling to concede; defiant; indignant; to find it galling,new-7,,1000000,3,3-char,我在学习“不服气”。,I'm learning '不服气'.
二维码,二維碼,èr wéi mǎ,two-dimensional barcode; QR code,"newest-5, new-5",,1000000,3,3-char,我在学习“二维码”。,I'm learning '二维码'.
人缘儿,人緣兒,rén yuán r,erhua variant of 人缘; relations with other people,"newest-7, new-7",,1000000,3,3-char,我在学习“人缘儿”。,I'm learning '人缘儿'.
使劲儿,使勁兒,shǐ jìn r,erhua variant of 使劲; to exert all one's strength,old-5,,1000000,3,3-char,我在学习“使劲儿”。,I'm learning '使劲儿'.
便利店,便利店,biàn lì diàn,convenience store,"newest-5, new-7",,1000000,3,3-char,我在学习“便利店”。,I'm learning '便利店'.
公交车,公交車,gōng jiāo chē,public transport vehicle; town bus,"newest-2, new-2",,1000000,3,3-char,我在学习“公交车”。,I'm learning '公交车'.
别提了,別提了,bié tí le,say no more; don't bring it up; drop the subject,new-7,,1000000,3,3-char,我在学习“别提了”。,I'm learning '别提了'.
办不到,辦不到,bàn bu dào,impossible; can't be done; no can do; unable to accomplish,new-7,,1000000,3,3-char,我在学习“办不到”。,I'm learning '办不到'.
取款机,取款機,qǔ kuǎn jī,ATM,new-6,,1000000,3,3-char,我在学习“取款机”。,I'm learning '取款机'.
吃不上,吃不上,chī bu shàng,unable to get anything to eat; to miss a meal,new-7,,1000000,3,3-char,我在学习“吃不上”。,I'm learning '吃不上'.
名牌儿,名牌兒,míngpáir5,Famous brand,new-4,,1000000,3,3-char,我在学习“名牌儿”。,I'm learning '名牌儿'.
后备箱,後備箱,hòu bèi xiāng,trunk; boot (of a car),"newest-7, new-7",,1000000,3,3-char,我在学习“后备箱”。,I'm learning '后备箱'.
哪知道,哪知道,nǎ zhī dào,who would have thought that ...?,new-7,,1000000,3,3-char,我在学习“哪知道”。,I'm learning '哪知道'.
墨水儿,墨水兒,mò shuǐ r,erhua variant of 墨水; ink,old-6,,1000000,3,3-char,我在学习“墨水儿”。,I'm learning '墨水儿'.
大数据,大數據,dà shù jù,big data (computing),"newest-7, new-7",,1000000,3,3-char,我在学习“大数据”。,I'm learning '大数据'.
大腕儿,大腕兒,dà wàn r,erhua variant of 大腕; (coll.) big name; (coll.) big shot,new-7,,1000000,3,3-char,我在学习“大腕儿”。,I'm learning '大腕儿'.
如果说,如果說,rú guǒ shuō,if; if one were to say,new-7,,1000000,3,3-char,我在学习“如果说”。,I'm learning '如果说'.
快点儿,快點兒,kuài diǎn r,erhua variant of 快点; to do smh more quickly; Hurry up!,new-2,,1000000,3,3-char,我在学习“快点儿”。,I'm learning '快点儿'.
性价比,性價比,xìng jià bǐ,cost-performance ratio,"newest-6, new-7",,1000000,3,3-char,我在学习“性价比”。,I'm learning '性价比'.
打盹儿,打盹兒,dǎ dǔn r,erhua variant of 打盹; to doze off,"newest-7, new-7",,1000000,3,3-char,我在学习“打盹儿”。,I'm learning '打盹儿'.
打篮球,打籃球,dǎ lán qiú,to play basketball,old-2,,1000000,3,3-char,我在学习“打篮球”。,I'm learning '打篮球'.
招投标,招投標,zhāo tóu biāo,bid inviting and bid offering; bidding; auction,old-6,,1000000,3,3-char,我在学习“招投标”。,I'm learning '招投标'.
放暑假,放暑假,fàng shǔ jià,to be on summer vacation,old-4,,1000000,3,3-char,我在学习“放暑假”。,I'm learning '放暑假'.
有一些,有一些,yǒu yī xiē,somewhat; rather; some,new-1,,1000000,3,3-char,我在学习“有一些”。,I'm learning '有一些'.
有劲儿,有勁兒,yǒujìnr5,Strength,new-4,,1000000,3,3-char,我在学习“有劲儿”。,I'm learning '有劲儿'.
有没有,有沒有,yǒu méi yǒu,"(before a noun) Do (you, they etc) have ...?; Is there a ...?; (before a verb) Did (you, they etc) (verb, infinitive)?; Have (you, they etc) (verb, past participle)?",new-6,,1000000,3,3-char,我在学习“有没有”。,I'm learning '有没有'.
有空儿,有空兒,yǒukòngr5,available,new-2,,1000000,3,3-char,我在学习“有空儿”。,I'm learning '有空儿'.
极少数,極少數,jí shǎo shù,extremely few; a small minority,new-7,,1000000,3,3-char,我在学习“极少数”。,I'm learning '极少数'.
正能量,正能量,zhèng néng liàng,positive energy; positivity,"newest-7, new-7",,1000000,3,3-char,我在学习“正能量”。,I'm learning '正能量'.
沐浴露,沐浴露,mù yù lù,shower gel,new-7,,1000000,3,3-char,我在学习“沐浴露”。,I'm learning '沐浴露'.
没想到,沒想到,méi xiǎng dào,didn't expect,new-4,,1000000,3,3-char,我在学习“没想到”。,I'm learning '没想到'.
点击率,點擊率,diǎn jī lǜ,click-through rate (CTR) (Internet),new-7,,1000000,3,3-char,我在学习“点击率”。,I'm learning '点击率'.
男孩儿,男孩兒,nán hái r,erhua variant of 男孩; boy,"newest-2, new-1",,1000000,3,3-char,我在学习“男孩儿”。,I'm learning '男孩儿'.
着眼于,著眼於,zhuóyǎn yú,Focus on,new-7,,1000000,3,3-char,我在学习“着眼于”。,I'm learning '着眼于'.
离谱儿,離譜兒,lí pǔr5,Scientific,"newest-7, new-7",,1000000,3,3-char,我在学习“离谱儿”。,I'm learning '离谱儿'.
私家车,私家車,sī jiā chē,private car,"newest-7, new-7",,1000000,3,3-char,我在学习“私家车”。,I'm learning '私家车'.
笑话儿,笑話兒,xiàohuar5,Joke,new-2,,1000000,3,3-char,我在学习“笑话儿”。,I'm learning '笑话儿'.
系领带,繫領帶,xì lǐng dài,to wear a tie,old-5,,1000000,3,3-char,我在学习“系领带”。,I'm learning '系领带'.
纽扣儿,紐扣兒,niǔ kòu er,button; erhua variant of 纽扣,old-6,,1000000,3,3-char,我在学习“纽扣儿”。,I'm learning '纽扣儿'.
茶馆儿,茶館兒,chá guǎn r,a teashop,new-7,,1000000,3,3-char,我在学习“茶馆儿”。,I'm learning '茶馆儿'.
表面上,表面上,biǎo miàn shang,outwardly; superficially; on the face of it,new-6,,1000000,3,3-char,我在学习“表面上”。,I'm learning '表面上'.
说真的,說真的,shuō zhēn de,to tell the truth; honestly; in fact,new-7,,1000000,3,3-char,我在学习“说真的”。,I'm learning '说真的'.
说起来,說起來,shuō qǐlái,Say,new-7,,1000000,3,3-char,我在学习“说起来”。,I'm learning '说起来'.
谁知道,誰知道,shéi zhī dào,God knows...; Who would have imagined...?,new-7,,1000000,3,3-char,我在学习“谁知道”。,I'm learning '谁知道'.
贪玩儿,貪玩兒,tān wánr5,Greedy,new-7,,1000000,3,3-char,我在学习“贪玩儿”。,I'm learning '贪玩儿'.
软实力,軟實力,ruǎn shí lì,soft power (in international relations),"newest-7, new-7",,1000000,3,3-char,我在学习“软实力”。,I'm learning '软实力'.
那时候,那時候,nà shí hou,at that time,new-2,,1000000,3,3-char,我在学习“那时候”。,I'm learning '那时候'.
银行卡,銀行卡,yín háng kǎ,bank card; ATM card,"newest-3, new-2",,1000000,3,3-char,我在学习“银行卡”。,I'm learning '银行卡'.
面条儿,麵條兒,miàn tiáo r,erhua variant of 面条; noodles,"newest-1, new-1",,1000000,3,3-char,我在学习“面条儿”。,I'm learning '面条儿'.
顾不上,顧不上,gù bu shàng,cannot attend to or manage,new-7,,1000000,3,3-char,我在学习“顾不上”。,I'm learning '顾不上'.
