hanzi_simplified,hanzi_traditional,pinyin,english_meanings,hsk_levels,pos,frequency_rank,character_count,length_bucket,example_zh,example_en
求医,求醫,qiú yī,to seek medical treatment; to see a doctor,"newest-7, new-7",v,37285,2,2-char,我每天都求医。,I to seek medical treatment every day.
毛笔,毛筆,máo bǐ,writing brush,"newest-5, new-5",n,37393,2,2-char,这是毛笔。,This is a writing brush.
沿线,沿線,yán xiàn,along the line (e.g. railway); the region near the line,"newest-7, new-7",f,37401,2,2-char,我在学习“沿线”。,I'm learning '沿线'.
水货,水貨,shuǐ huò,smuggled goods; unauthorized goods,new-7,n,37424,2,2-char,这是水货。,This is a smuggled goods.
勉励,勉勵,miǎn lì,to encourage,"newest-7, old-6",v,37429,2,2-char,我每天都勉励。,I to encourage every day.
树梢,樹梢,shù shāo,the tip of a tree; treetop,"newest-7, new-7",n,37468,2,2-char,这是树梢。,This is a the tip of a tree; treetop.
矿藏,礦藏,kuàng cáng,mineral resources,"newest-7, new-7",n,37530,2,2-char,这是矿藏。,This is a mineral resources.
火暴,火暴,huǒ bào,variant of 爆,new-7,a,37646,2,2-char,这个很火暴。,This is very variant of 爆.
旋涡,旋渦,xuán wō,spiral; whirlpool; eddy; vortex,"newest-7, new-7",n,37673,2,2-char,这是旋涡。,This is a spiral.
漠然,漠然,mò rán,indifferent; apathetic; cold,"newest-7, new-7",z,37792,2,2-char,我在学习“漠然”。,I'm learning '漠然'.
半年,半年,bàn nián,half a year,new-1,nr,37795,2,2-char,这是半年。,This is a half a year.
人次,人次,rén cì,person-times; visits; classifier for number of people participating,"newest-7, new-7",qv,37900,2,2-char,我在学习“人次”。,I'm learning '人次'.
劳驾,勞駕,láo jià,excuse me,"newest-7, old-5",v,37933,2,2-char,我每天都劳驾。,I excuse me every day.
占线,佔線,zhàn xiàn,busy (telephone line),"newest-5, old-5","v, vn",38012,2,2-char,我每天都占线。,I busy every day.
磁卡,磁卡,cí kǎ,magnetic card; IC Card (telephone),new-7,n,38115,2,2-char,这是磁卡。,This is a magnetic card.
柏树,柏樹,bǎi shù,cypress tree; Taiwan pr. [bó shù],"newest-7, new-7",n,38128,2,2-char,这是柏树。,This is a cypress tree.
贺电,賀電,hè diàn,congratulatory telegram,"newest-7, new-7",n,38140,2,2-char,这是贺电。,This is a congratulatory telegram.
娇气,嬌氣,jiāo qì,delicate; squeamish; finicky,"newest-7, new-7, old-6","a, n",38277,2,2-char,这个很娇气。,This is very delicate.
凹凸,凹凸,āo tū,concave or convex; bumps and holes; uneven (surface); rugged,old-6,n,38312,2,2-char,这是凹凸。,This is a concave or convex.
锦旗,錦旗,jǐn qí,silk banner (as an award or gift),"newest-7, new-7",n,38385,2,2-char,这是锦旗。,This is a silk banner.
贬义,貶義,biǎn yì,derogatory sense; negative connotation,old-6,n,38391,2,2-char,这是贬义。,This is a derogatory sense.
多边,多邊,duō biān,multilateral,"newest-7, new-7",b,38438,2,2-char,我在学习“多边”。,I'm learning '多边'.
祖籍,祖籍,zǔ jí,ancestral hometown; original domicile (and civil registration),"newest-7, new-7",n,38480,2,2-char,这是祖籍。,This is an ancestral hometown.
浮力,浮力,fú lì,buoyancy,"newest-7, new-7",n,38524,2,2-char,这是浮力。,This is a buoyancy.
能耗,能耗,néng hào,energy consumption,"newest-7, new-7",n,38570,2,2-char,这是能耗。,This is an energy consumption.
犯愁,犯愁,fàn chóu,to worry; to be anxious,"newest-7, new-7",v,38579,2,2-char,我每天都犯愁。,I to worry every day.
脉络,脈絡,mài luò,"arteries and veins; network of blood vessels; vascular system (of a plant or animal); (fig.) fabric (i.e. underlying structure, as in ""social fabric""); overall context","newest-7, new-7",n,38592,2,2-char,这是脉络。,This is an arteries and veins.
嫦娥,嫦娥,Cháng é,"Chang'e, the lady in the moon (Chinese mythology); one of the Chang'e series of PRC lunar spacecraft",new-7,n,38717,2,2-char,这是嫦娥。,"This is a Chang'e, the lady in the moon."
烘托,烘托,hōng tuō,background (of a painting); backdrop; a foil (to set off something to advantage); to offset (something to advantage),"newest-7, new-7",v,38737,2,2-char,我每天都烘托。,I background every day.
山岭,山嶺,shān lǐng,mountain ridge,"newest-7, new-7",n,38767,2,2-char,这是山岭。,This is a mountain ridge.
勤俭,勤儉,qín jiǎn,hardworking and frugal,"newest-7, old-6",a,38935,2,2-char,这个很勤俭。,This is very hardworking and frugal.
踊跃,踴躍,yǒng yuè,to leap; to jump; eager; enthusiastically,"newest-7, new-7, old-6",ad,38961,2,2-char,这个很踊跃。,This is very to leap.
强占,強佔,qiáng zhàn,to occupy by force,"newest-7, new-7",v,39024,2,2-char,我每天都强占。,I to occupy by force every day.
醇厚,醇厚,chún hòu,mellow and rich; simple and kind,"newest-7, new-7",a,39034,2,2-char,这个很醇厚。,This is very mellow and rich.
丰硕,豐碩,fēng shuò,plentiful; substantial; rich (in resources etc),"newest-7, new-7",a,39053,2,2-char,这个很丰硕。,This is very plentiful; substantial; rich.
观感,觀感,guān gǎn,one's impressions; observations,"newest-7, new-7",n,39081,2,2-char,这是观感。,This is an one's impressions.
炉灶,爐灶,lú zào,stove,"new-7, old-6",n,39198,2,2-char,这是炉灶。,This is a stove.
改日,改日,gǎi rì,another day; some other day,"newest-7, new-7",d,39207,2,2-char,他改日来。,He comes another day.
侠义,俠義,xiá yì,chivalrous; chivalry; knight-errantry,new-7,a,39235,2,2-char,这个很侠义。,This is very chivalrous.
必修,必修,bì xiū,(of an academic course) required; compulsory,"newest-6, new-6","vn, v",39363,2,2-char,我每天都必修。,I required every day.
昌盛,昌盛,chāng shèng,prosperous,"newest-7, new-6, old-6","an, a",39394,2,2-char,这个很昌盛。,This is very prosperous.
临街,臨街,lín jiē,facing the street,"newest-7, new-7","vn, v",39431,2,2-char,我每天都临街。,I facing the street every day.
办学,辦學,bàn xué,to run a school,"newest-7, new-6",vn,39436,2,2-char,我每天都办学。,I to run a school every day.
建交,建交,jiàn jiāo,to establish diplomatic relations,new-7,v,39495,2,2-char,我每天都建交。,I to establish diplomatic relations every day.
分赃,分贓,fēn zāng,to share the booty; to divide ill-gotten gains,new-7,v,39508,2,2-char,我每天都分赃。,I to share the booty; to divide ill-gotten gains every day.
外资,外資,wài zī,foreign investment,"newest-7, new-6",n,39797,2,2-char,这是外资。,This is a foreign investment.
打岔,打岔,dǎ chà,interruption; to interrupt (esp. talk); to change the subject,"newest-7, new-7",v,39851,2,2-char,我每天都打岔。,I interruption every day.
车轴,車軸,chē zhóu,axle,new-7,n,39936,2,2-char,这是车轴。,This is an axle.
国徽,國徽,Guó huī,the national emblem of the PRC (a red circle containing the five stars of the PRC flag over Tiananmen 天安门),"newest-7, new-7",,39944,2,2-char,我在学习“国徽”。,I'm learning '国徽'.
夺魁,奪魁,duó kuí,to seize; to win,"newest-7, new-7","v, vn",39965,2,2-char,我每天都夺魁。,I to seize every day.
慰劳,慰勞,wèi láo,"to show appreciation (by kind words, small gifts etc); to comfort","newest-7, new-7",v,40023,2,2-char,我每天都慰劳。,I to show appreciation every day.
跳远,跳遠,tiào yuǎn,long jump (athletics),"newest-5, new-3","vn, v",40040,2,2-char,我每天都跳远。,I long jump every day.
京剧,京劇,Jīng jù,Beijing opera,"newest-4, new-3, old-4",n,40061,2,2-char,这是京剧。,This is a Beijing opera.
工科,工科,gōng kē,engineering as an academic subject,"newest-7, new-7",n,40069,2,2-char,这是工科。,This is an engineering as an academic subject.
上旬,上旬,shàng xún,first third of a month,"newest-6, new-7",t,40081,2,2-char,我们上旬见。,See you first third of a month.
壮实,壯實,zhuàng shi,robust; sturdy,new-7,a,40182,2,2-char,这个很壮实。,This is very robust.
俯首,俯首,fǔ shǒu,to bend one's head,"newest-7, new-7",v,40183,2,2-char,我每天都俯首。,I to bend one's head every day.
渣子,渣子,zhā zi,dregs; bits; dregs (of society),new-7,n,40267,2,2-char,这是渣子。,This is a dregs.
兆头,兆頭,zhào tou,omen; portent; sign,"newest-7, new-7",n,40377,2,2-char,这是兆头。,This is an omen.
讹诈,訛詐,é zhà,to extort under false pretenses; to blackmail; to bluff; to defraud,"newest-7, new-7","v, vn",40387,2,2-char,我每天都讹诈。,I to extort under false pretenses every day.
递增,遞增,dì zēng,to increase by degrees; in increasing order; incremental; progressive,"newest-7, old-6",v,40644,2,2-char,我每天都递增。,I to increase by degrees every day.
秉承,秉承,bǐng chéng,to take orders; to receive commands; to carry on (a tradition),"newest-7, new-7",v,40658,2,2-char,我每天都秉承。,I to take orders every day.
布告,佈告,bù gào,posting on a bulletin board; notice; bulletin; to announce,old-6,n,40775,2,2-char,这是布告。,This is a posting on a bulletin board.
华侨,華僑,Huá qiáo,overseas Chinese; (in a restricted sense) Chinese emigrant who still retains Chinese nationality,"newest-7, new-7, old-6",n,40806,2,2-char,这是华侨。,This is an overseas Chinese.
过奖,過獎,guò jiǎng,to overpraise; to flatter,"newest-7, new-7, old-6",v,41281,2,2-char,我每天都过奖。,I to overpraise every day.
会意,會意,huì yì,"combined ideogram (one of the Six Methods 六书 of forming Chinese characters); Chinese character that combines the meanings of existing elements; also known as joint ideogram or associative compound; to comprehend without being told explicitly; to cotton on; knowing (smile, glance etc)","newest-7, new-7",v,41491,2,2-char,我每天都会意。,I combined ideogram every day.
脸盆,臉盆,liǎn pén,washbowl; basin for washing hands and face,new-5,"q, n",41495,2,2-char,我在学习“脸盆”。,I'm learning '脸盆'.
积淀,積澱,jī diàn,"deposits accumulated over long periods; fig. valuable experience, accumulated wisdom","newest-7, new-7","vn, v",41903,2,2-char,我每天都积淀。,I deposits accumulated over long periods every day.
逞能,逞能,chěng néng,to show off one's ability; to boast one's merits,new-7,v,41929,2,2-char,我每天都逞能。,I to show off one's ability every day.
喜酒,喜酒,xǐ jiǔ,wedding feast; liquor drunk at a wedding feast,"newest-7, new-7",n,42048,2,2-char,这是喜酒。,This is a wedding feast.
阔绰,闊綽,kuò chuò,ostentatious; extravagant; liberal with money,"newest-7, new-7",a,42113,2,2-char,这个很阔绰。,This is very ostentatious.
仙鹤,仙鶴,xiān hè,red-crowned crane (Grus japonensis),"newest-7, new-7",n,42178,2,2-char,这是仙鹤。,This is a red-crowned crane.
分之,分之,fēn zhī,(indicating a fraction),"new-4, old-4",m,42376,2,2-char,我有三分之。,I have three item.
填空,填空,tián kòng,to fill a job vacancy; to fill in a blank (e.g. on questionnaire or exam paper),"new-4, old-4",v,42424,2,2-char,我每天都填空。,I to fill a job vacancy every day.
活期,活期,huó qī,(banking) current (account); checking (account); demand (deposit etc),"newest-7, new-7",b,42583,2,2-char,我在学习“活期”。,I'm learning '活期'.
杠铃,槓鈴,gàng líng,barbell,new-7,n,42600,2,2-char,这是杠铃。,This is a barbell.
经度,經度,jīng dù,longitude,"newest-7, new-7",n,42656,2,2-char,这是经度。,This is a longitude.
戈壁,戈壁,Gē bì,Gobi (desert),"newest-7, new-7",n,43072,2,2-char,这是戈壁。,This is a Gobi.
诀别,訣別,jué bié,to bid farewell; to part (usually with little hope of meeting again),new-7,"v, vn",43203,2,2-char,我每天都诀别。,I to bid farewell every day.
禾苗,禾苗,hé miáo,seedling (of rice or other grain),"newest-7, new-7",,43232,2,2-char,我在学习“禾苗”。,I'm learning '禾苗'.
望见,望見,wàng jiàn,to espy; to spot,new-6,v,43360,2,2-char,我每天都望见。,I to espy every day.
絮叨,絮叨,xù dao,long-winded; garrulous; to talk endlessly without getting to the point,"newest-7, new-7",v,43697,2,2-char,我每天都絮叨。,I long-winded every day.
廉政,廉政,lián zhèng,to govern with integrity; clean and honest government,new-7,n,43699,2,2-char,这是廉政。,This is a to govern with integrity.
杨树,楊樹,yáng shù,poplar tree; various trees of genus Populus,"newest-7, new-7",n,43758,2,2-char,这是杨树。,This is a poplar tree.
对弈,對弈,duì yì,"to play go, chess etc","newest-7, new-7","v, vn",43779,2,2-char,我每天都对弈。,"I to play go, chess etc every day."
纪要,紀要,jì yào,minutes; written summary of a meeting,"newest-7, old-6",n,44018,2,2-char,这是纪要。,This is a minutes.
听写,聽寫,tīng xiě,(of a pupil) to write down (in a dictation exercise); dictation; (music) to transcribe by ear,new-1,"v, vn",44026,2,2-char,我每天都听写。,I to write down every day.
客流,客流,kè liú,passenger flow; customer flow,"newest-7, new-7",n,44059,2,2-char,这是客流。,This is a passenger flow.
赐教,賜教,cì jiào,(honorific) to impart one's wisdom; to enlighten,"newest-7, new-7",v,44589,2,2-char,我每天都赐教。,I to impart one's wisdom every day.
接济,接濟,jiē jì,to give material assistance to,"newest-7, new-7",v,44649,2,2-char,我每天都接济。,I to give material assistance to every day.
考题,考題,kǎo tí,exam question,new-6,n,44976,2,2-char,这是考题。,This is an exam question.
吵嘴,吵嘴,chǎo zuǐ,to quarrel,new-7,v,45100,2,2-char,我每天都吵嘴。,I to quarrel every day.
师资,師資,shī zī,qualified teacher,"newest-7, new-7",n,45241,2,2-char,这是师资。,This is a qualified teacher.
后年,後年,hòu nián,the year after next,"newest-3, new-3",t,45713,2,2-char,我们后年见。,See you the year after next.
斑纹,斑紋,bān wén,stripe; streak,old-6,n,45968,2,2-char,这是斑纹。,This is a stripe.
正负,正負,zhèng fù,positive and negative,old-6,"n, b",46177,2,2-char,这是正负。,This is a positive and negative.
彩霞,彩霞,cǎi xiá,clouds tinged with sunset hues,new-7,,46262,2,2-char,我在学习“彩霞”。,I'm learning '彩霞'.
正版,正版,zhèng bǎn,genuine; legal; see also 盗版,"newest-7, new-5","b, n",46413,2,2-char,我在学习“正版”。,I'm learning '正版'.
精练,精練,jīng liàn,(textiles) to scour; to degum (silk); variant of 精炼,"newest-7, new-7",a,46444,2,2-char,这个很精练。,This is very to scour.
栋梁,棟梁,dòng liáng,ridgepole; ridgepole and beams; person able to bear heavy responsibility; mainstay (of organization); pillar (of state),"newest-7, new-7",n,46500,2,2-char,这是栋梁。,This is a ridgepole.
攻关,攻關,gōng guān,to storm a strategic pass; fig. to tackle a key problem,"newest-7, new-7",vn,46523,2,2-char,我每天都攻关。,I to storm a strategic pass every day.
戏曲,戲曲,xì qǔ,Chinese opera,"newest-6, new-6",n,46627,2,2-char,这是戏曲。,This is a Chinese opera.
发愣,發愣,fā lèng,to stare blankly; to be in a daze,"newest-7, new-7",v,46817,2,2-char,我每天都发愣。,I to stare blankly; to be in a daze every day.
国学,國學,guó xué,Chinese national culture; studies of ancient Chinese civilization; the Imperial College (history),"newest-7, new-7",n,46996,2,2-char,这是国学。,This is a Chinese national culture.
酣睡,酣睡,hān shuì,to sleep soundly; to fall into a deep sleep,"newest-7, new-7",v,47346,2,2-char,我每天都酣睡。,I to sleep soundly every day.
对联,對聯,duì lián,rhyming couplet; pair of lines of verse written vertically down the sides of a doorway,"newest-7, new-7, old-6",n,47502,2,2-char,这是对联。,This is a rhyming couplet.
茶道,茶道,chá dào,Japanese tea ceremony; sado,new-7,n,47506,2,2-char,这是茶道。,This is a Japanese tea ceremony.
泰斗,泰斗,tài dǒu,(abbr. for 斗) distinguished figure; doyen; revered authority,"newest-7, new-7, old-6",n,47526,2,2-char,这是泰斗。,This is a distinguished figure.
瑞雪,瑞雪,ruì xuě,timely snow,"newest-7, new-7",,47630,2,2-char,我在学习“瑞雪”。,I'm learning '瑞雪'.
大雁,大雁,dà yàn,wild goose,"newest-7, new-7",n,47811,2,2-char,这是大雁。,This is a wild goose.
经贸,經貿,jīng mào,trade,"newest-7, new-7",b,47846,2,2-char,我在学习“经贸”。,I'm learning '经贸'.
潦草,潦草,liáo cǎo,slipshod; careless; slovenly; (of handwriting) scrawly; illegible,"newest-7, new-7",a,48109,2,2-char,这个很潦草。,This is very slipshod; careless; slovenly.
互信,互信,hù xìn,mutual trust,new-7,"v, vn",48128,2,2-char,我每天都互信。,I mutual trust every day.
乔装,喬裝,qiáo zhuāng,to pretend; to feign; to disguise oneself,new-7,,48367,2,2-char,我在学习“乔装”。,I'm learning '乔装'.
网民,網民,wǎng mín,web user; netizen,"newest-7, new-7",nr,48593,2,2-char,这是网民。,This is a web user.
互访,互訪,hù fǎng,exchange visits,new-7,v,48607,2,2-char,我每天都互访。,I exchange visits every day.
娇惯,嬌慣,jiāo guàn,to pamper; to coddle; to spoil,"newest-7, new-7",v,48851,2,2-char,我每天都娇惯。,I to pamper every day.
卡子,卡子,qiǎ zi,clip; hair fastener; checkpoint,new-7,n,48906,2,2-char,这是卡子。,This is a clip.
多元,多元,duō yuán,poly-; multi-; multielement; multivariant; multivariate (math.),"newest-6, new-7",b,49030,2,2-char,我在学习“多元”。,I'm learning '多元'.
干戈,干戈,gān gē,weapons of war; arms,"newest-7, new-7",n,49154,2,2-char,这是干戈。,This is a weapons of war.
好学,好學,hǎo xué,easy to learn,"newest-6, new-6",a,49415,2,2-char,这个很好学。,This is very easy to learn.
汤圆,湯圓,tāng yuán,"boiled or deep-fried balls of glutinous rice flour, usually eaten during Lantern Festival","newest-6, new-7",n,49606,2,2-char,这是汤圆。,"This is a boiled or deep-fried balls of glutinous rice flour, usually eaten during Lantern Festival."
武侠,武俠,wǔ xiá,"martial arts chivalry (Chinese literary, theatrical and cinema genre); knight-errant","newest-7, old-6",n,49963,2,2-char,这是武侠。,This is a martial arts chivalry.
抚恤,撫卹,fǔ xù,(of an organization that has a duty of care) to give financial support to relatives of sb who has died or suffered serious injury,"newest-7, new-7",vn,50123,2,2-char,我每天都抚恤。,I to give financial support to relatives of sb who has died or suffered serious injury every day.
通顺,通順,tōng shùn,smooth; clear and coherent,"newest-7, new-7",a,50383,2,2-char,这个很通顺。,This is very smooth.
初等,初等,chū děng,elementary (i.e. easy),"newest-6, new-6",b,50440,2,2-char,我在学习“初等”。,I'm learning '初等'.
歌咏,歌詠,gē yǒng,to sing,new-7,n,50700,2,2-char,这是歌咏。,This is a to sing.
连忙,連忙,lián máng,promptly; at once,"newest-5, new-3, old-5",d,50741,2,2-char,他连忙来。,He comes promptly.
经纬,經緯,jīng wěi,warp and woof; longitude and latitude; main points,old-6,n,50757,2,2-char,这是经纬。,This is a warp and woof.
桂花,桂花,guì huā,osmanthus flowers; Osmanthus fragrans,"newest-7, new-7",n,50762,2,2-char,这是桂花。,This is an osmanthus flowers.
小卒,小卒,xiǎo zú,foot soldier; minor figure; a nobody; (chess) pawn,new-7,n,50862,2,2-char,这是小卒。,This is a foot soldier.
恳切,懇切,kěn qiè,earnest; sincere,"newest-7, old-6",a,50943,2,2-char,这个很恳切。,This is very earnest.
便饭,便飯,biàn fàn,an ordinary meal; simple home cooking,"newest-7, new-7",n,51135,2,2-char,这是便饭。,This is an an ordinary meal.
节水,節水,jié shuǐ,to save water,new-7,vn,51478,2,2-char,我每天都节水。,I to save water every day.
上期,上期,shàng qī,"previous period (week, month or quarter etc)",new-7,b,52270,2,2-char,我在学习“上期”。,I'm learning '上期'.
慢车,慢車,màn chē,local bus or train; slow train with many stops,new-6,n,52449,2,2-char,这是慢车。,This is a local bus or train.
院士,院士,yuàn shì,scholar; academician; fellow (of an academy),"newest-7, new-7",n,52481,2,2-char,这是院士。,This is a scholar.
馅儿,餡兒,xiàn r,erhua variant of 馅; (of food) filling; stuffing,"new-7, old-6",n,52762,2,2-char,这是馅儿。,This is an erhua variant of 馅.
学时,學時,xué shí,class hour; period,new-4,n,52820,2,2-char,这是学时。,This is a class hour.
忌口,忌口,jì kǒu,abstain from certain food (as when ill); avoid certain foods; be on a diet,"newest-7, new-7",v,52918,2,2-char,我每天都忌口。,I abstain from certain food every day.
温带,溫帶,wēn dài,temperate zone,"newest-7, old-6",n,52921,2,2-char,这是温带。,This is a temperate zone.
勤恳,勤懇,qín kěn,diligent and attentive; assiduous; sincere,old-6,a,53060,2,2-char,这个很勤恳。,This is very diligent and attentive.
做东,做東,zuò dōng,to act as host,old-6,v,53335,2,2-char,我每天都做东。,I to act as host every day.
野炊,野炊,yě chuī,to cook a meal over a campfire (usu. for a group of people on an outing); cookout,new-7,"v, vn",53428,2,2-char,我每天都野炊。,I to cook a meal over a campfire every day.
卤味,滷味,lǔ wèi,food prepared by stewing in soy sauce and spices,"newest-7, new-7",,53626,2,2-char,我在学习“卤味”。,I'm learning '卤味'.
通货,通貨,tōng huò,currency; (old) exchange of goods,old-6,n,53897,2,2-char,这是通货。,This is a currency.
耿直,耿直,gěng zhí,honest; frank; candid,"newest-7, new-7",a,54019,2,2-char,这个很耿直。,This is very honest.
顺差,順差,shùn chā,(trade or budget) surplus,"newest-7, new-7",n,54122,2,2-char,这是顺差。,This is a surplus.
俯仰,俯仰,fǔ yǎng,lowering and raising of the head; (fig.) small move; pitch (position angle),old-6,,54510,2,2-char,我在学习“俯仰”。,I'm learning '俯仰'.
怠工,怠工,dài gōng,to slacken off in one's work; to go slow (as a form of strike),"newest-7, new-7",v,54646,2,2-char,我每天都怠工。,I to slacken off in one's work every day.
单边,單邊,dān biān,unilateral,"newest-7, new-7","b, d",54775,2,2-char,我在学习“单边”。,I'm learning '单边'.
拉锁,拉鎖,lā suǒ,zipper,new-7,n,55103,2,2-char,这是拉锁。,This is a zipper.
藤椅,藤椅,téng yǐ,rattan chair,new-7,n,55380,2,2-char,这是藤椅。,This is a rattan chair.
此致,此致,cǐ zhì,(used at the end of a letter to introduce a polite salutation),"newest-7, new-6",v,55695,2,2-char,我每天都此致。,I practice every day.
概论,概論,gài lùn,outline; introduction; survey; general discussion,"newest-7, new-7",n,56444,2,2-char,这是概论。,This is an outline.
沾光,沾光,zhān guāng,to bask in the light; fig. to benefit from association with sb or sth; reflected glory,"newest-7, new-7, old-6",v,57428,2,2-char,我每天都沾光。,I to bask in the light every day.
腊月,臘月,Là yuè,twelfth lunar month,"newest-7, new-7",t,57468,2,2-char,我们腊月见。,See you twelfth lunar month.
朱红,朱紅,zhū hóng,vermilion,"newest-7, new-7",b,57663,2,2-char,我在学习“朱红”。,I'm learning '朱红'.
芦花,蘆花,lú huā,reed catkin; reed flower,new-7,,58423,2,2-char,我在学习“芦花”。,I'm learning '芦花'.
不太,不太,bù tài,Not too,new-2,nr,58429,2,2-char,这是不太。,This is a Not too.
节气,節氣,jié qi,solar term,"newest-7, new-7",n,58511,2,2-char,这是节气。,This is a solar term.
内需,內需,nèi xū,domestic demand,"newest-7, new-7",n,59477,2,2-char,这是内需。,This is a domestic demand.
敦厚,敦厚,dūn hòu,genuine; honest and sincere,"newest-7, new-7",a,59499,2,2-char,这个很敦厚。,This is very genuine.
禅杖,禪杖,chán zhàng,the staff of a Buddhist monk,new-7,,59696,2,2-char,我在学习“禅杖”。,I'm learning '禅杖'.
书橱,書櫥,shū chú,bookcase,new-7,n,61288,2,2-char,这是书橱。,This is a bookcase.
生词,生詞,shēng cí,new word (in textbook); word that is unfamiliar or not yet studied,new-2,n,61776,2,2-char,这是生词。,This is a new word.
迭起,迭起,dié qǐ,continuously arising; to arise repeatedly,"newest-7, new-7",v,61816,2,2-char,我每天都迭起。,I continuously arising every day.
船桨,船槳,chuán jiǎng,oar,new-7,n,61827,2,2-char,这是船桨。,This is an oar.
槐树,槐樹,huái shù,locust tree (Sophora japonica),"newest-7, new-7",n,61916,2,2-char,这是槐树。,This is a locust tree.
贺信,賀信,hè xìn,congratulatory letter or message,"newest-7, new-7",n,62722,2,2-char,这是贺信。,This is a congratulatory letter or message.
哗变,嘩變,huá biàn,mutiny; rebellion,new-7,v,62759,2,2-char,我每天都哗变。,I mutiny every day.
电铃,電鈴,diàn líng,electric bell,new-7,n,64108,2,2-char,这是电铃。,This is an electric bell.
公函,公函,gōng hán,official letter,new-7,n,64279,2,2-char,这是公函。,This is an official letter.
碧玉,碧玉,bì yù,jasper,old-6,n,64483,2,2-char,这是碧玉。,This is a jasper.
陶冶,陶冶,táo yě,lit. to fire pots and smelt metal; fig. to educate,"newest-7, new-7",v,65189,2,2-char,我每天都陶冶。,I lit. to fire pots and smelt metal every day.
砖瓦,磚瓦,zhuān wǎ,tiles and bricks,old-6,n,65496,2,2-char,这是砖瓦。,This is a tiles and bricks.
画儿,畫兒,huà r,picture; drawing; painting,new-2,,69994,2,2-char,我在学习“画儿”。,I'm learning '画儿'.
帐子,帳子,zhàng zi,mosquito net,new-7,n,70265,2,2-char,这是帐子。,This is a mosquito net.
酣畅,酣暢,hān chàng,"unrestrained; cheerful lack of inhibition, esp. for drinking or sleeping; to drink with abandon","newest-7, new-7",a,73010,2,2-char,这个很酣畅。,This is very unrestrained.
默读,默讀,mò dú,to read in silence,new-7,v,77415,2,2-char,我每天都默读。,I to read in silence every day.
山冈,山岡,shān gāng,mound; small hill,new-7,n,79223,2,2-char,这是山冈。,This is a mound.
括弧,括弧,kuò hú,parenthesis,new-7,,91958,2,2-char,我在学习“括弧”。,I'm learning '括弧'.
兜儿,兜兒,dōu r,erhua variant of 兜; pocket; bag,new-7,,96255,2,2-char,我在学习“兜儿”。,I'm learning '兜儿'.
长效,長效,cháng xiào,to be effective over an extended period,"newest-7, new-7",n,96545,2,2-char,这是长效。,This is a to be effective over an extended period.
遂心,遂心,suì xīn,to one's liking,new-7,v,99591,2,2-char,我每天都遂心。,I to one's liking every day.
啰唆,囉唆,luō suo,variant of 啰嗦,"newest-7, old-6",,128460,2,2-char,我在学习“啰唆”。,I'm learning '啰唆'.
廉正,廉正,lián zhèng,upright and honest; integrity,"newest-7, new-7",,379791,2,2-char,我在学习“廉正”。,I'm learning '廉正'.
下周,下週,xià zhōu,next week,new-2,,1000000,2,2-char,我在学习“下周”。,I'm learning '下周'.
低碳,低碳,dī tàn,(attributive) low-carbon; low-carb (diet),"newest-6, new-7",,1000000,2,2-char,我在学习“低碳”。,I'm learning '低碳'.
做证,做證,zuò zhèng,variant of 作证,"newest-7, new-7",,1000000,2,2-char,我在学习“做证”。,I'm learning '做证'.
公示,公示,gōng shì,to make known to the public (for information or to seek comments); public notification,"newest-7, new-7",,1000000,2,2-char,我在学习“公示”。,I'm learning '公示'.
却是,卻是,què shì,nevertheless; actually; the fact is ...,new-6,,1000000,2,2-char,我在学习“却是”。,I'm learning '却是'.
原创,原創,yuán chuàng,to create (sth original); (adj.) original; originality; original work,"newest-7, new-7",,1000000,2,2-char,我在学习“原创”。,I'm learning '原创'.
双赢,雙贏,shuāng yíng,profitable to both sides; a win-win situation,"newest-7, new-7",,1000000,2,2-char,我在学习“双赢”。,I'm learning '双赢'.
受过,受過,shòu guò,to take the blame (for sb else),new-7,,1000000,2,2-char,我在学习“受过”。,I'm learning '受过'.
吹了,吹了,chuī le,failed; busted; to have not succeeded; to have died; to have parted company; to have chilled (of a relationship),new-7,,1000000,2,2-char,我在学习“吹了”。,I'm learning '吹了'.
咧嘴,咧嘴,liě zuǐ,to grin,"newest-7, new-7",,1000000,2,2-char,我在学习“咧嘴”。,I'm learning '咧嘴'.
微信,微信,Wēi xìn,Weixin or WeChat (mobile text and voice messaging service developed by Tencent 腾讯),new-4,,1000000,2,2-char,我在学习“微信”。,I'm learning '微信'.
微博,微博,wēi bó,microblogging; microblog,new-5,,1000000,2,2-char,我在学习“微博”。,I'm learning '微博'.
报亭,報亭,bào tíng,kiosk; newsstand,new-7,,1000000,2,2-char,我在学习“报亭”。,I'm learning '报亭'.
指着,指著,zhǐzhe,Poke,new-6,,1000000,2,2-char,我在学习“指着”。,I'm learning '指着'.
挺好,挺好,tǐng hǎo,very good,new-2,,1000000,2,2-char,我在学习“挺好”。,I'm learning '挺好'.
接听,接聽,jiē tīng,to answer the phone,new-7,,1000000,2,2-char,我在学习“接听”。,I'm learning '接听'.
搜救,搜救,sōu jiù,search and rescue,"newest-7, new-7",,1000000,2,2-char,我在学习“搜救”。,I'm learning '搜救'.
搞笑,搞笑,gǎo xiào,to get people to laugh; funny; hilarious,"newest-7, new-7",,1000000,2,2-char,我在学习“搞笑”。,I'm learning '搞笑'.
